timestamp_utc,Actual Load
2024-01-04 21:00:00+00:00,54671.0
2024-01-04 21:15:00+00:00,53869.0
2024-01-04 21:30:00+00:00,53028.0
2024-01-04 21:45:00+00:00,52307.0
2024-01-04 22:00:00+00:00,51160.0
2024-01-04 22:15:00+00:00,50379.0
2024-01-04 22:30:00+00:00,49914.0
2024-01-04 22:45:00+00:00,48879.0
2024-01-04 23:00:00+00:00,47713.0
2024-01-04 23:15:00+00:00,46902.0
2024-01-04 23:30:00+00:00,46707.0
2024-01-04 23:45:00+00:00,46209.0
2024-01-05 00:00:00+00:00,45956.0
2024-01-05 00:15:00+00:00,45370.0
2024-01-05 00:30:00+00:00,45018.0
2024-01-05 00:45:00+00:00,44624.0
2024-01-05 01:00:00+00:00,44198.0
2024-01-05 01:15:00+00:00,44107.0
2024-01-05 01:30:00+00:00,43919.0
2024-01-05 01:45:00+00:00,44237.0
2024-01-05 02:00:00+00:00,44428.0
2024-01-05 02:15:00+00:00,44360.0
2024-01-05 02:30:00+00:00,44314.0
2024-01-05 02:45:00+00:00,44486.0
2024-01-05 03:00:00+00:00,45082.0
2024-01-05 03:15:00+00:00,45541.0
2024-01-05 03:30:00+00:00,45769.0
2024-01-05 03:45:00+00:00,46297.0
2024-01-05 04:00:00+00:00,47319.0
2024-01-05 04:15:00+00:00,47872.0
2024-01-05 04:30:00+00:00,48182.0
2024-01-05 04:45:00+00:00,49058.0
2024-01-05 05:00:00+00:00,51002.0
2024-01-05 05:15:00+00:00,52347.0
2024-01-05 05:30:00+00:00,53473.0
2024-01-05 05:45:00+00:00,54490.0
2024-01-05 06:00:00+00:00,56157.0
2024-01-05 06:15:00+00:00,57767.0
2024-01-05 06:30:00+00:00,58910.0
2024-01-05 06:45:00+00:00,59982.0
2024-01-05 07:00:00+00:00,60855.0
2024-01-05 07:15:00+00:00,61486.0
2024-01-05 07:30:00+00:00,62097.0
2024-01-05 07:45:00+00:00,62164.0
2024-01-05 08:00:00+00:00,62561.0
2024-01-05 08:15:00+00:00,63147.0
2024-01-05 08:30:00+00:00,63399.0
2024-01-05 08:45:00+00:00,63841.0
2024-01-05 09:00:00+00:00,63834.0
2024-01-05 09:15:00+00:00,63898.0
2024-01-05 09:30:00+00:00,64093.0
2024-01-05 09:45:00+00:00,64263.0
2024-01-05 10:00:00+00:00,64648.0
2024-01-05 10:15:00+00:00,64816.0
2024-01-05 10:30:00+00:00,64799.0
2024-01-05 10:45:00+00:00,64837.0
2024-01-05 11:00:00+00:00,64553.0
2024-01-05 11:15:00+00:00,64491.0
2024-01-05 11:30:00+00:00,64526.0
2024-01-05 11:45:00+00:00,64467.0
2024-01-05 12:00:00+00:00,63813.0
2024-01-05 12:15:00+00:00,63481.0
2024-01-05 12:30:00+00:00,63162.0
2024-01-05 12:45:00+00:00,62392.0
2024-01-05 13:00:00+00:00,62447.0
2024-01-05 13:15:00+00:00,62171.0
2024-01-05 13:30:00+00:00,62157.0
2024-01-05 13:45:00+00:00,61820.0
2024-01-05 14:00:00+00:00,61622.0
2024-01-05 14:15:00+00:00,61563.0
2024-01-05 14:30:00+00:00,61660.0
2024-01-05 14:45:00+00:00,61974.0
2024-01-05 15:00:00+00:00,62103.0
2024-01-05 15:15:00+00:00,62254.0
2024-01-05 15:30:00+00:00,63005.0
2024-01-05 15:45:00+00:00,63787.0
2024-01-05 16:00:00+00:00,64759.0
2024-01-05 16:15:00+00:00,64922.0
2024-01-05 16:30:00+00:00,65197.0
2024-01-05 16:45:00+00:00,65501.0
2024-01-05 17:00:00+00:00,65288.0
2024-01-05 17:15:00+00:00,65174.0
2024-01-05 17:30:00+00:00,65114.0
2024-01-05 17:45:00+00:00,64414.0
2024-01-05 18:00:00+00:00,64140.0
2024-01-05 18:15:00+00:00,63337.0
2024-01-05 18:30:00+00:00,62768.0
2024-01-05 18:45:00+00:00,62013.0
2024-01-05 19:00:00+00:00,60864.0
2024-01-05 19:15:00+00:00,59929.0
2024-01-05 19:30:00+00:00,58946.0
2024-01-05 19:45:00+00:00,58134.0
2024-01-05 20:00:00+00:00,57543.0
2024-01-05 20:15:00+00:00,56862.0
2024-01-05 20:30:00+00:00,55998.0
2024-01-05 20:45:00+00:00,55070.0
2024-01-05 21:00:00+00:00,54960.0
2024-01-05 21:15:00+00:00,54223.0
2024-01-05 21:30:00+00:00,53758.0
2024-01-05 21:45:00+00:00,52473.0
2024-01-05 22:00:00+00:00,51565.0
2024-01-05 22:15:00+00:00,50602.0
2024-01-05 22:30:00+00:00,50020.0
2024-01-05 22:45:00+00:00,49477.0
2024-01-05 23:00:00+00:00,48597.0
2024-01-05 23:15:00+00:00,47747.0
2024-01-05 23:30:00+00:00,47221.0
2024-01-05 23:45:00+00:00,46667.0
2024-01-06 00:00:00+00:00,46022.0
2024-01-06 00:15:00+00:00,45798.0
2024-01-06 00:30:00+00:00,45834.0
2024-01-06 00:45:00+00:00,45690.0
2024-01-06 01:00:00+00:00,45333.0
2024-01-06 01:15:00+00:00,44937.0
2024-01-06 01:30:00+00:00,44819.0
2024-01-06 01:45:00+00:00,44349.0
2024-01-06 02:00:00+00:00,44517.0
2024-01-06 02:15:00+00:00,44279.0
2024-01-06 02:30:00+00:00,44072.0
2024-01-06 02:45:00+00:00,44026.0
2024-01-06 03:00:00+00:00,44244.0
2024-01-06 03:15:00+00:00,44288.0
2024-01-06 03:30:00+00:00,44431.0
2024-01-06 03:45:00+00:00,44293.0
2024-01-06 04:00:00+00:00,44628.0
2024-01-06 04:15:00+00:00,44547.0
2024-01-06 04:30:00+00:00,44631.0
2024-01-06 04:45:00+00:00,44744.0
2024-01-06 05:00:00+00:00,45006.0
2024-01-06 05:15:00+00:00,45164.0
2024-01-06 05:30:00+00:00,45409.0
2024-01-06 05:45:00+00:00,45400.0
2024-01-06 06:00:00+00:00,45883.0
2024-01-06 06:15:00+00:00,46544.0
2024-01-06 06:30:00+00:00,47107.0
2024-01-06 06:45:00+00:00,47859.0
2024-01-06 07:00:00+00:00,49104.0
2024-01-06 07:15:00+00:00,50165.0
2024-01-06 07:30:00+00:00,50759.0
2024-01-06 07:45:00+00:00,51614.0
2024-01-06 08:00:00+00:00,52943.0
2024-01-06 08:15:00+00:00,53519.0
2024-01-06 08:30:00+00:00,54231.0
2024-01-06 08:45:00+00:00,55059.0
2024-01-06 09:00:00+00:00,55495.0
2024-01-06 09:15:00+00:00,55668.0
2024-01-06 09:30:00+00:00,56108.0
2024-01-06 09:45:00+00:00,56356.0
2024-01-06 10:00:00+00:00,57062.0
2024-01-06 10:15:00+00:00,57477.0
2024-01-06 10:30:00+00:00,57994.0
2024-01-06 10:45:00+00:00,58094.0
2024-01-06 11:00:00+00:00,58246.0
2024-01-06 11:15:00+00:00,58160.0
2024-01-06 11:30:00+00:00,57874.0
2024-01-06 11:45:00+00:00,57762.0
2024-01-06 12:00:00+00:00,57527.0
2024-01-06 12:15:00+00:00,57094.0
2024-01-06 12:30:00+00:00,56666.0
2024-01-06 12:45:00+00:00,56504.0
2024-01-06 13:00:00+00:00,56513.0
2024-01-06 13:15:00+00:00,56504.0
2024-01-06 13:30:00+00:00,56261.0
2024-01-06 13:45:00+00:00,56126.0
2024-01-06 14:00:00+00:00,56261.0
2024-01-06 14:15:00+00:00,56556.0
2024-01-06 14:30:00+00:00,56562.0
2024-01-06 14:45:00+00:00,56370.0
2024-01-06 15:00:00+00:00,56720.0
2024-01-06 15:15:00+00:00,57000.0
2024-01-06 15:30:00+00:00,57404.0
2024-01-06 15:45:00+00:00,57695.0
2024-01-06 16:00:00+00:00,58442.0
2024-01-06 16:15:00+00:00,59076.0
2024-01-06 16:30:00+00:00,59740.0
2024-01-06 16:45:00+00:00,59599.0
2024-01-06 17:00:00+00:00,59614.0
